,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
3018,1400000US42005950300,"Census Tract 9503, Armstrong County, Pennsylvania",14,7,19,2,8,10,2,7,34,18,16,7,193,2,20,6,11,32,7,2,2,21,43,15,32,273,15,20,3,16,41,9,4,2,74,47,31,11,175.5,236.1,86.4,112,610,
3019,1400000US42005950400,"Census Tract 9504, Armstrong County, Pennsylvania",19,12,0,4,11,6,0,0,63,9,14,16,168,12,0,4,6,24,10,0,0,27,20,25,40,200,0,9,12,6,27,3,0,2,50,9,35,47,115,199.6,30.4,177,522,
3020,1400000US42005950500,"Census Tract 9505, Armstrong County, Pennsylvania",0,9,0,30,0,35,17,11,55,31,125,62,408,4,5,3,0,0,29,19,9,69,52,73,145,336,15,0,0,0,0,1,6,19,23,77,138,57,66,325,128,600,1119,
3021,1400000US42005950600,"Census Tract 9506, Armstrong County, Pennsylvania",13,4,15,25,8,10,4,0,34,29,7,14,146,11,0,3,10,15,17,4,0,18,43,6,19,180,10,0,3,3,10,2,3,2,54,59,8,26,113.5,190.7,104.8,80,489,
3022,1400000US42005950700,"Census Tract 9507, Armstrong County, Pennsylvania",40,40,31,16,21,14,3,6,62,19,6,32,254,55,58,6,17,16,18,19,9,15,32,5,4,194,11,8,0,9,5,38,1,3,57,27,19,16,312,281.6,62.4,82,738,
3023,1400000US42005950800,"Census Tract 9508, Armstrong County, Pennsylvania",8,11,0,0,3,0,0,0,56,52,22,15,191,0,9,0,0,0,0,0,8,60,48,35,31,237,13,0,0,3,0,3,0,4,74,61,23,56,45.5,238.7,128.8,182,595,
3024,1400000US42005950900,"Census Tract 9509, Armstrong County, Pennsylvania",29,7,9,34,1,0,0,1,55,58,9,0,233,48,8,2,20,26,1,2,14,83,23,2,4,384,12,4,5,45,1,76,0,0,93,49,65,34,237,365,104,114,820,
2875,1400000US42005951000,"Census Tract 9510, Armstrong County, Pennsylvania",0,26,19,84,0,27,0,0,0,0,0,0,244,0,57,28,103,0,0,0,0,48,8,0,0,196,17,9,32,0,0,10,19,0,67,12,0,30,375,175,16,30,596,
2876,1400000US42005951100,"Census Tract 9511, Armstrong County, Pennsylvania",99,11,0,31,0,24,0,0,79,18,0,0,226,81,0,0,85,0,0,0,0,0,47,0,13,226,18,21,0,75,0,0,0,0,9,36,39,28,421,132.2,80.8,80,714,
2920,1400000US42005951200,"Census Tract 9512, Armstrong County, Pennsylvania",49,0,0,0,14,25,0,6,49,51,77,50,365,34,5,1,26,5,31,0,0,101,40,85,37,362,46,8,4,16,9,31,0,14,51,35,82,66,203,347.2,100.8,397,1048,
2921,1400000US42005951300,"Census Tract 9513, Armstrong County, Pennsylvania",0,4,0,4,0,12,0,0,28,33,0,11,175,0,10,0,29,0,0,0,5,36,22,25,48,234,12,5,4,11,5,5,0,5,44,66,38,39,81.5,161.7,96.8,161,501,
2922,1400000US42005951400,"Census Tract 9514, Armstrong County, Pennsylvania",7,25,8,0,0,0,0,32,5,40,13,22,120,21,0,0,24,0,7,0,7,20,35,6,0,214,19,17,4,50,0,0,0,0,32,64,12,16,175,130.8,111.2,69,486,
2923,1400000US42005951500,"Census Tract 9515, Armstrong County, Pennsylvania",18,12,0,0,4,15,2,0,10,58,31,4,129,9,8,10,0,8,17,2,0,24,42,6,3,220,5,0,9,22,16,28,41,2,26,33,27,11,107,207.6,106.4,82,503,
2924,1400000US42005951600,"Census Tract 9516, Armstrong County, Pennsylvania",0,0,83,20,23,0,0,0,42,60,0,0,356,40,0,42,0,23,68,0,0,35,63,0,85,378,32,0,0,59,23,0,0,0,31,73,61,99,310.5,249.7,156.8,245,962,
2925,1400000US42005951700,"Census Tract 9517, Armstrong County, Pennsylvania",21,0,7,4,16,12,0,27,25,62,37,13,254,12,0,0,6,4,26,0,0,68,97,15,26,312,12,5,3,7,0,18,0,0,97,113,15,42,87,337.4,217.6,148,790,
2926,1400000US42005951800,"Census Tract 9518, Armstrong County, Pennsylvania",46,15,0,0,11,0,0,11,6,5,8,5,160,65,43,0,0,11,0,5,0,13,15,8,0,161,30,20,0,7,10,0,6,0,27,21,35,5,242,92.2,32.8,61,428,
2927,1400000US42005951900,"Census Tract 9519, Armstrong County, Pennsylvania",12,0,7,0,22,17,7,14,11,12,0,0,131,6,0,21,0,6,12,7,20,19,29,7,4,151,0,0,7,0,22,17,6,11,58,23,7,0,78,236.8,51.2,18,384,
1681,1400000US42007600601,"Census Tract 6006.01, Beaver County, Pennsylvania",0,0,0,5,0,0,5,0,32,0,16,0,161,3,8,0,1,16,5,0,0,86,39,0,3,162,6,5,0,4,30,0,0,1,77,25,0,14,55,241.8,51.2,33,381,
965,1400000US42007600602,"Census Tract 6006.02, Beaver County, Pennsylvania",0,0,0,0,0,49,0,0,11,12,25,18,193,0,0,34,7,0,40,0,0,13,37,31,31,123,0,0,16,11,0,27,0,0,0,18,28,23,68,153.4,53.6,156,431,
966,1400000US42007600700,"Census Tract 6007, Beaver County, Pennsylvania",0,0,0,0,0,0,0,0,100,186,43,59,487,33,0,0,0,0,45,0,0,75,92,37,205,668,33,0,0,12,0,177,0,0,70,43,93,240,78,531.2,256.8,677,1543,
1675,1400000US42007601000,"Census Tract 6010, Beaver County, Pennsylvania",9,0,0,30,0,0,0,0,63,50,24,44,277,9,2,22,104,0,0,0,0,46,44,7,43,278,5,21,0,49,0,0,8,0,51,46,18,80,251,196,112,216,775,
1439,1400000US42007601100,"Census Tract 6011, Beaver County, Pennsylvania",83,25,0,0,0,0,0,56,63,0,0,26,69,0,0,33,0,0,0,0,19,17,0,0,0,165,0,14,0,35,0,0,0,11,24,18,0,63,190,193.6,14.4,89,487,
964,1400000US42007601200,"Census Tract 6012, Beaver County, Pennsylvania",28,0,0,11,78,10,0,0,0,0,0,0,299,94,38,0,42,17,0,0,0,97,0,0,11,276,40,114,0,33,0,12,0,16,23,0,0,38,447.5,205.5,0,49,702,
1682,1400000US42007601300,"Census Tract 6013, Beaver County, Pennsylvania",36,13,127,8,0,12,0,0,0,55,17,0,153,39,0,16,16,41,0,0,0,0,35,6,0,159,0,0,48,0,0,15,0,15,64,9,0,8,323.5,146.3,79.2,31,580,
1683,1400000US42007601400,"Census Tract 6014, Beaver County, Pennsylvania",8,0,20,69,21,38,21,8,96,0,0,12,217,0,0,0,41,29,76,13,14,44,0,0,0,167,18,0,0,21,0,26,0,6,32,42,12,10,202,407.4,33.6,34,677,
1440,1400000US42007601600,"Census Tract 6016, Beaver County, Pennsylvania",4,0,0,0,3,0,0,0,18,13,4,3,79,7,0,32,9,0,4,0,0,21,0,3,3,62,9,0,3,10,0,7,0,3,12,10,5,3,75.5,71.1,18.4,21,186,
961,1400000US42007601700,"Census Tract 6017, Beaver County, Pennsylvania",0,0,5,0,0,4,2,0,71,0,106,0,173,0,2,8,9,0,3,0,0,64,11,59,17,199,19,2,0,0,8,0,34,0,63,0,26,47,49,247.2,8.8,255,560,
1676,1400000US42007601800,"Census Tract 6018, Beaver County, Pennsylvania",0,0,0,56,0,22,21,0,75,222,32,136,326,0,0,21,20,0,18,0,0,40,80,73,74,294,0,0,0,0,0,0,0,0,142,26,51,75,97,383.6,262.4,441,1184,
967,1400000US42007602100,"Census Tract 6021, Beaver County, Pennsylvania",30,20,10,55,0,0,0,12,56,41,25,8,185,73,9,23,13,0,0,0,0,0,29,16,22,260,72,0,25,58,0,0,0,0,42,17,22,24,388,127.4,69.6,117,702,
1677,1400000US42007602300,"Census Tract 6023, Beaver County, Pennsylvania",17,7,0,0,0,34,0,0,19,38,36,6,173,8,0,0,0,0,49,0,0,5,58,48,5,120,4,0,0,0,0,17,0,0,0,46,13,40,36,152.4,113.6,148,450,
968,1400000US42007602400,"Census Tract 6024, Beaver County, Pennsylvania",0,0,0,0,6,0,6,0,17,25,7,27,156,4,0,0,0,0,0,0,6,47,5,7,87,98,0,0,0,0,0,0,0,15,37,26,6,14,7,142.2,44.8,148,342,
1488,1400000US42007602500,"Census Tract 6025, Beaver County, Pennsylvania",0,3,0,0,7,3,0,0,37,4,6,6,33,0,0,0,0,4,0,0,0,8,12,3,6,60,0,4,12,2,0,0,0,10,6,26,0,0,26.5,77.9,33.6,21,159,
1443,1400000US42007602601,"Census Tract 6026.01, Beaver County, Pennsylvania",16,0,0,26,0,18,0,0,16,133,8,60,383,22,0,66,0,0,18,0,11,0,57,44,165,489,37,0,30,26,24,8,60,25,25,24,56,174,235,235.8,171.2,507,1149,
955,1400000US42007602602,"Census Tract 6026.02, Beaver County, Pennsylvania",0,0,0,0,9,45,0,7,0,34,36,88,140,0,0,0,7,0,4,0,0,40,43,19,27,276,0,0,0,6,8,4,0,7,10,33,84,124,21.5,147.5,88,378,635,
1441,1400000US42007602701,"Census Tract 6027.01, Beaver County, Pennsylvania",10,0,10,0,0,9,0,5,34,22,20,17,132,2,0,0,0,18,0,0,3,37,29,40,3,85,2,0,0,0,0,0,5,3,24,27,11,13,33,144.6,62.4,104,344,
1489,1400000US42007602702,"Census Tract 6027.02, Beaver County, Pennsylvania",13,10,0,0,21,0,26,0,32,12,0,9,285,16,5,0,0,30,0,12,0,60,106,25,31,245,0,18,0,9,0,0,0,0,78,86,16,38,96.5,274.3,163.2,119,653,
1678,1400000US42007602800,"Census Tract 6028, Beaver County, Pennsylvania",15,31,0,12,0,0,10,23,87,0,37,0,334,0,123,67,0,0,10,11,23,70,21,9,0,165,11,0,30,0,17,14,0,34,14,0,0,45,297.5,308.7,16.8,91,714,
1442,1400000US42007602900,"Census Tract 6029, Beaver County, Pennsylvania",0,0,21,1,0,32,2,0,31,31,1,29,209,0,20,0,6,10,11,4,2,16,53,66,21,170,12,9,9,28,10,9,2,0,17,39,8,27,116,160.6,98.4,152,527,
956,1400000US42007603000,"Census Tract 6030, Beaver County, Pennsylvania",0,19,0,0,33,9,0,3,22,43,22,9,213,0,11,0,4,35,20,0,14,19,65,30,15,186,0,0,0,5,9,9,0,17,44,32,32,38,77.5,223.5,112,146,559,
1491,1400000US42007603202,"Census Tract 6032.02, Beaver County, Pennsylvania",0,0,0,0,0,0,0,13,66,68,142,56,512,0,0,0,16,20,0,0,13,79,82,189,113,613,0,0,33,64,62,33,18,0,65,61,122,155,154,370.2,168.8,777,1470,
957,1400000US42007603300,"Census Tract 6033, Beaver County, Pennsylvania",0,0,0,36,24,26,0,0,27,34,0,8,330,6,0,0,6,8,29,9,8,112,119,15,18,215,24,0,0,7,0,3,0,0,90,62,0,29,95,363,172,70,700,
569,1400000US42007603400,"Census Tract 6034, Beaver County, Pennsylvania",8,0,0,0,0,10,0,0,30,9,0,6,121,0,4,0,41,0,18,0,0,49,3,0,6,132,0,8,27,17,23,14,0,0,6,10,19,8,116.5,142.9,17.6,39,316,
1679,1400000US42007603500,"Census Tract 6035, Beaver County, Pennsylvania",21,13,7,2,11,22,2,3,22,18,14,3,145,12,22,5,5,1,34,2,25,16,14,3,6,100,26,10,15,0,1,19,0,11,7,5,6,0,144.5,176.9,29.6,32,383,
953,1400000US42007603600,"Census Tract 6036, Beaver County, Pennsylvania",0,6,0,0,79,0,0,5,6,30,38,4,123,5,0,0,0,56,0,0,6,19,19,0,18,122,0,0,3,0,0,0,0,6,23,38,0,52,81.5,149.9,69.6,112,413,
970,1400000US42007603700,"Census Tract 6037, Beaver County, Pennsylvania",55,0,26,0,0,0,0,0,12,0,0,12,257,20,0,0,0,28,15,0,0,55,115,24,0,195,0,0,41,0,11,27,0,0,59,38,0,19,161.5,218.1,122.4,55,557,
1492,1400000US42007603801,"Census Tract 6038.01, Beaver County, Pennsylvania",12,0,0,0,0,0,0,24,12,56,85,31,90,0,0,0,0,0,25,0,0,24,0,18,23,131,12,0,0,0,0,0,0,0,36,40,11,32,24,140.2,76.8,200,441,
958,1400000US42007603802,"Census Tract 6038.02, Beaver County, Pennsylvania",0,0,13,0,0,0,0,0,20,0,79,87,168,0,0,0,11,0,0,0,0,52,11,15,79,120,0,0,0,10,0,0,0,0,8,0,28,74,34,82.2,8.8,362,487,
1685,1400000US42007603803,"Census Tract 6038.03, Beaver County, Pennsylvania",9,0,0,0,0,0,0,0,10,41,32,51,157,0,0,0,0,0,0,0,0,53,49,20,35,285,0,0,0,0,0,8,0,0,134,42,26,75,9,231.4,105.6,239,585,
954,1400000US42007603900,"Census Tract 6039, Beaver County, Pennsylvania",0,0,0,0,0,21,0,0,16,52,0,12,181,0,0,0,0,0,0,0,0,12,40,42,87,241,0,0,0,0,0,0,0,0,8,38,68,127,0,83,104,336,523,
962,1400000US42007604000,"Census Tract 6040, Beaver County, Pennsylvania",0,0,0,74,0,0,12,0,67,17,0,10,160,14,14,0,4,0,0,117,0,11,0,0,0,124,67,0,11,0,9,0,0,0,23,0,0,14,188.5,237.9,13.6,24,464,
1680,1400000US42007604100,"Census Tract 6041, Beaver County, Pennsylvania",0,18,13,22,0,20,0,0,31,5,0,31,193,22,15,0,13,12,24,0,72,0,0,0,35,319,9,27,0,20,0,28,0,139,32,38,0,26,165,360.6,34.4,92,652,
1686,1400000US42007604200,"Census Tract 6042, Beaver County, Pennsylvania",5,22,0,19,0,0,0,0,5,5,0,5,58,11,0,0,14,0,0,0,0,27,0,0,6,90,0,0,4,16,0,0,0,35,30,0,0,5,91,98,4,16,209,
1687,1400000US42007604500,"Census Tract 6045, Beaver County, Pennsylvania",188,27,0,0,11,0,0,0,0,0,0,0,231,151,23,21,0,0,0,0,0,36,0,0,0,153,23,50,35,0,11,3,0,0,9,22,0,0,529,63.4,17.6,0,610,
971,1400000US42007604600,"Census Tract 6046, Beaver County, Pennsylvania",0,83,0,0,0,0,0,0,23,0,0,0,219,22,144,0,44,0,0,0,0,0,0,0,9,188,0,89,0,22,0,0,0,0,0,65,12,0,404,36,52,21,513,
959,1400000US42007604700,"Census Tract 6047, Beaver County, Pennsylvania",0,0,9,0,0,0,0,0,32,16,0,0,54,6,0,36,0,0,0,7,0,0,0,5,0,50,0,0,0,0,24,0,0,0,10,12,4,0,63,66.6,22.4,9,161,
1493,1400000US42007604800,"Census Tract 6048, Beaver County, Pennsylvania",61,0,0,15,0,0,0,0,48,81,43,142,221,48,0,0,14,3,0,0,8,52,65,27,4,290,49,0,0,11,4,0,0,22,83,77,34,10,201.5,261.1,178.4,260,901,
960,1400000US42007604901,"Census Tract 6049.01, Beaver County, Pennsylvania",5,0,0,0,22,0,0,0,53,0,93,76,239,0,0,0,44,0,13,0,0,74,68,14,26,194,0,0,5,15,13,8,0,15,10,17,56,55,86.5,207.5,68,320,682,
963,1400000US42007604902,"Census Tract 6049.02, Beaver County, Pennsylvania",0,0,0,61,0,0,0,21,158,19,43,0,261,0,0,0,0,0,0,0,0,34,24,160,43,218,15,0,0,47,0,0,0,0,0,66,78,12,123,234.8,87.2,336,781,
1684,1400000US42007605001,"Census Tract 6050.01, Beaver County, Pennsylvania",0,62,0,20,0,6,4,13,0,31,4,43,95,0,11,0,0,10,0,4,0,12,29,19,10,191,0,11,0,0,20,7,6,0,78,35,11,23,119,164,76,110,469,
1490,1400000US42007605002,"Census Tract 6050.02, Beaver County, Pennsylvania",0,29,0,0,88,0,0,0,86,2,93,24,251,0,28,2,0,0,3,0,0,102,45,65,6,341,14,0,2,0,27,3,7,5,91,78,95,19,132.5,379.5,100,302,914,
2929,1400000US42007605100,"Census Tract 6051, Beaver County, Pennsylvania",4,0,0,0,0,40,2,0,105,29,58,13,245,0,0,60,0,0,37,2,0,28,48,30,40,415,0,0,62,41,4,0,11,0,77,93,39,88,169,338,136,268,911,
2930,1400000US42007605200,"Census Tract 6052, Beaver County, Pennsylvania",13,27,29,7,16,22,4,8,61,16,0,8,181,18,9,29,19,7,23,0,8,32,11,16,9,120,12,0,18,26,16,12,3,0,3,9,21,0,226.5,202.7,28.8,54,512,
2931,1400000US42007605300,"Census Tract 6053, Beaver County, Pennsylvania",2,0,0,0,0,21,22,0,31,37,12,2,226,16,6,0,57,0,17,15,0,55,39,16,5,180,14,0,4,27,0,41,7,0,38,21,22,6,126,266.4,77.6,63,533,
2928,1400000US42007605400,"Census Tract 6054, Beaver County, Pennsylvania",143,42,0,20,2,5,21,0,25,23,32,6,252,55,3,2,8,2,49,9,0,26,80,14,4,273,16,10,39,9,20,56,0,0,34,77,0,12,359,273,144,68,844,
2932,1400000US42007605500,"Census Tract 6055, Beaver County, Pennsylvania",0,165,0,18,4,0,0,34,62,49,0,157,235,0,0,0,18,67,0,0,6,18,24,76,26,324,0,0,0,0,0,0,2,0,141,52,52,77,236.5,323.5,100,388,1048,
2933,1400000US42007605600,"Census Tract 6056, Beaver County, Pennsylvania",9,29,20,22,0,14,0,0,32,9,14,18,158,4,45,8,0,6,15,14,9,18,12,12,15,220,3,21,0,0,26,20,0,5,66,30,29,20,177,219.2,40.8,108,545,
2934,1400000US42007605700,"Census Tract 6057, Beaver County, Pennsylvania",0,31,5,0,10,32,0,0,5,0,11,0,126,37,62,4,0,19,4,0,0,0,0,0,0,155,32,105,7,0,11,0,0,0,0,0,0,0,303,61,0,11,375,
2935,1400000US42007605800,"Census Tract 6058, Beaver County, Pennsylvania",52,0,0,0,0,0,0,0,190,139,106,159,502,24,0,20,81,0,0,0,0,78,158,75,66,319,24,0,0,44,0,0,0,0,151,67,0,33,245,491.8,291.2,439,1467,
2936,1400000US42009960100,"Census Tract 9601, Bedford County, Pennsylvania",20,17,7,3,38,13,5,16,50,33,11,18,244,23,12,2,4,35,24,12,4,48,40,23,17,342,30,13,16,21,16,8,11,21,102,32,58,14,212.5,379.5,84,141,817,
2937,1400000US42009960200,"Census Tract 9602, Bedford County, Pennsylvania",19,2,4,74,21,49,10,6,78,22,15,13,224,3,4,10,25,10,13,14,3,50,48,19,25,232,8,4,2,12,17,18,9,16,65,37,30,14,191,376.4,85.6,116,769,
2938,1400000US42009960300,"Census Tract 9603, Bedford County, Pennsylvania",62,6,9,41,17,89,0,21,120,31,28,4,283,32,26,8,11,14,6,0,28,80,28,43,7,288,6,15,19,3,43,6,4,17,82,35,22,36,275,508.8,75.2,140,999,
2939,1400000US42009960400,"Census Tract 9604, Bedford County, Pennsylvania",43,8,24,40,12,18,11,10,74,61,6,67,430,35,34,25,27,22,41,11,18,63,78,28,48,442,28,23,22,16,36,7,18,23,91,50,44,84,360,457.8,151.2,277,1246,
2940,1400000US42009960500,"Census Tract 9605, Bedford County, Pennsylvania",37,3,4,72,6,9,29,2,67,10,12,9,251,13,0,6,39,60,15,23,11,45,4,16,19,287,15,4,19,1,76,7,21,0,46,51,7,40,284,359,52,103,798,
2941,1400000US42009960600,"Census Tract 9606, Bedford County, Pennsylvania",8,0,43,32,19,27,11,27,76,0,7,17,288,17,0,46,6,65,46,0,0,67,6,0,35,411,19,5,8,29,110,24,23,0,188,5,0,0,310,588.2,8.8,59,966,
2942,1400000US42009960700,"Census Tract 9607, Bedford County, Pennsylvania",101,0,0,0,0,10,0,0,53,12,10,36,119,0,0,0,0,0,0,0,0,52,22,16,29,185,18,12,0,7,29,0,0,0,12,49,33,25,152.5,158.1,66.4,149,526,
2943,1400000US42009960800,"Census Tract 9608, Bedford County, Pennsylvania",0,0,0,0,0,0,0,6,26,100,0,27,300,0,130,8,0,0,16,0,8,35,75,0,28,285,0,17,8,0,0,17,0,0,77,166,0,0,163,253.2,272.8,55,744,
2944,1400000US42009960900,"Census Tract 9609, Bedford County, Pennsylvania",34,13,4,6,12,6,0,18,47,28,50,6,304,35,21,11,32,16,13,4,12,66,36,44,14,343,5,17,29,34,11,4,16,18,79,60,41,29,260.5,327.3,99.2,184,871,
2945,1400000US42009961000,"Census Tract 9610, Bedford County, Pennsylvania",12,2,27,3,15,27,3,2,45,40,55,22,437,4,12,82,3,24,0,0,16,97,82,39,78,421,9,16,27,9,31,29,28,5,136,44,9,78,241,456.2,132.8,281,1111,
2946,1400000US42009961100,"Census Tract 9611, Bedford County, Pennsylvania",19,5,22,19,14,30,3,0,44,36,10,16,231,14,7,11,12,14,22,0,0,67,39,26,19,304,21,6,5,34,12,37,3,6,78,30,25,47,195,331,84,143,753,
2309,1400000US42011000100,"Census Tract 1, Berks County, Pennsylvania",162,36,0,0,44,0,0,0,0,0,0,23,290,79,0,0,55,83,51,0,0,0,0,0,22,418,158,0,82,19,39,99,0,0,0,0,0,21,674,233,0,66,973,
1311,1400000US42011001000,"Census Tract 10, Berks County, Pennsylvania",6,89,0,20,33,57,61,23,49,13,0,0,341,45,63,34,0,16,61,0,26,83,0,13,0,401,54,83,70,45,25,31,11,14,68,0,0,0,546,523.6,10.4,13,1093,
1299,1400000US42011010100,"Census Tract 101, Berks County, Pennsylvania",25,0,12,46,16,48,40,44,94,62,28,114,469,3,0,0,62,15,52,35,24,16,91,81,90,595,17,0,14,10,11,60,129,52,44,60,74,124,210,701.6,170.4,511,1593,
2947,1400000US42011010201,"Census Tract 102.01, Berks County, Pennsylvania",25,0,0,0,10,17,0,7,51,86,21,29,283,24,29,0,13,18,6,0,12,47,39,49,46,318,17,1,11,4,6,4,0,12,30,88,33,112,141,245.6,170.4,290,847,
2948,1400000US42011010202,"Census Tract 102.02, Berks County, Pennsylvania",0,0,0,0,7,0,5,8,40,79,3,95,353,37,47,0,0,59,35,0,0,42,38,24,71,355,53,52,0,0,4,13,0,0,58,60,32,83,224,271.4,141.6,308,945,
2422,1400000US42011010302,"Census Tract 103.02, Berks County, Pennsylvania",0,0,2,0,5,8,10,0,43,50,25,10,203,0,0,4,0,59,0,15,0,47,30,6,42,284,0,14,13,0,77,12,3,4,72,39,10,40,103.5,308.3,95.2,133,640,
2949,1400000US42011010303,"Census Tract 103.03, Berks County, Pennsylvania",0,8,0,6,17,11,0,0,44,26,34,28,202,0,16,21,3,19,11,9,22,25,38,22,16,183,14,3,0,10,17,5,0,8,14,19,36,57,107.5,192.1,66.4,193,559,
2950,1400000US42011010304,"Census Tract 103.04, Berks County, Pennsylvania",12,0,0,17,0,0,46,0,82,12,47,33,385,0,0,0,0,0,0,86,0,92,25,57,125,290,0,0,0,0,0,0,43,0,34,33,60,120,29,397,56,442,924,
2413,1400000US42011010400,"Census Tract 104, Berks County, Pennsylvania",31,66,0,58,23,48,33,34,107,122,57,57,601,3,44,20,43,27,32,13,61,69,147,93,49,531,14,14,13,32,19,24,14,26,83,111,90,91,372.5,654.5,304,437,1768,
1295,1400000US42011010500,"Census Tract 105, Berks County, Pennsylvania",3,19,6,85,3,34,3,32,133,84,33,36,398,13,5,3,53,18,12,8,12,152,69,23,30,573,150,0,11,63,7,46,12,20,108,100,6,50,425,636.6,202.4,178,1442,
1301,1400000US42011010600,"Census Tract 106, Berks County, Pennsylvania",0,0,0,0,3,63,0,12,74,167,135,146,642,37,0,6,22,0,21,10,30,129,112,124,151,733,48,3,16,16,0,0,5,18,124,108,91,304,149.5,564.9,309.6,951,1975,
2315,1400000US42011010700,"Census Tract 107, Berks County, Pennsylvania",17,0,0,0,93,0,0,0,80,38,15,172,456,34,0,0,0,29,0,0,0,109,107,42,135,568,58,0,0,0,64,0,0,0,113,84,35,214,202,440.8,183.2,613,1439,
2951,1400000US42011010801,"Census Tract 108.01, Berks County, Pennsylvania",0,0,0,3,0,0,0,0,15,24,8,0,140,0,0,0,19,0,4,0,0,49,30,11,27,166,0,0,0,0,0,3,9,0,32,54,0,68,22,133.6,86.4,114,356,
2952,1400000US42011010802,"Census Tract 108.02, Berks County, Pennsylvania",64,0,0,53,0,155,19,0,111,122,84,90,833,62,0,0,53,15,0,29,26,160,50,159,279,767,0,0,0,54,15,0,0,45,184,62,105,302,301,790.8,187.2,1019,2298,
2423,1400000US42011010902,"Census Tract 109.02, Berks County, Pennsylvania",30,34,0,0,6,0,0,0,75,38,97,45,301,36,0,0,36,7,0,0,0,83,56,22,61,448,62,30,13,16,12,0,17,0,157,35,30,76,269.5,370.3,103.2,331,1074,
2316,1400000US42011010903,"Census Tract 109.03, Berks County, Pennsylvania",0,0,0,0,0,0,0,0,13,117,40,92,224,0,0,0,0,25,0,0,0,0,116,17,66,437,0,0,0,0,39,0,0,0,10,79,53,256,32,117.4,249.6,524,923,
2217,1400000US42011010904,"Census Tract 109.04, Berks County, Pennsylvania",0,0,17,27,0,0,0,0,90,23,39,65,250,0,0,0,24,0,0,0,0,71,51,11,93,350,64,0,0,0,0,0,0,0,46,84,38,118,132,238.6,126.4,364,861,
1302,1400000US42011010905,"Census Tract 109.05, Berks County, Pennsylvania",0,0,0,15,21,0,0,0,47,30,0,46,269,0,0,0,0,46,0,26,0,131,0,0,66,532,23,0,0,13,85,137,0,0,67,114,52,41,127,512.8,115.2,205,960,
1296,1400000US42011001100,"Census Tract 11, Berks County, Pennsylvania",161,17,53,135,79,0,0,0,0,21,0,0,347,155,16,65,66,0,8,23,0,0,14,0,0,424,127,0,3,49,67,70,49,0,45,14,0,0,920,277.8,39.2,0,1237,
2425,1400000US42011011000,"Census Tract 110, Berks County, Pennsylvania",17,0,10,9,0,0,7,0,103,47,37,38,335,0,0,9,36,59,0,7,0,125,53,6,40,400,11,0,0,30,28,4,0,0,59,159,14,95,165.5,400.3,207.2,230,1003,
2953,1400000US42011011101,"Census Tract 111.01, Berks County, Pennsylvania",0,0,9,0,0,0,0,0,92,45,14,46,138,0,0,19,0,0,0,0,0,33,40,46,0,40,6,0,0,0,0,0,0,0,28,0,6,0,34,170,68,112,384,
2954,1400000US42011011102,"Census Tract 111.02, Berks County, Pennsylvania",0,0,19,0,0,0,0,0,55,16,74,150,442,0,0,18,0,0,0,0,0,38,25,111,250,314,0,0,18,0,0,0,0,0,24,42,81,149,55,133.6,66.4,815,1070,
